"subID","correct_num","response_num","correct_width","response_width","number_deviation","width_deviation","width_deviation_relative"
"p312",3,5,0.55,0.6,2,0.05,0.090909090909091
"p312",3,4,0.55,0.45,1,-0.1,-0.181818181818182
"p312",3,5,0.4,0.5,2,0.1,0.25
"p312",3,5,0.25,0.6,2,0.35,1.4
"p312",4,5,0.4,0.25,1,-0.15,-0.375
"p312",4,5,0.25,0.5,1,0.25,1
"p312",4,5,0.4,0.25,1,-0.15,-0.375
"p312",4,5,0.25,0.65,1,0.4,1.6
"p312",4,5,0.4,0.4,1,-5.55111512312578e-17,-1.38777878078145e-16
"p312",4,5,0.55,0.5,1,-0.0500000000000001,-0.0909090909090911
"p312",3,5,0.55,0.55,2,-1.11022302462516e-16,-2.01858731750028e-16
"p312",3,2,0.25,0.45,-1,0.2,0.8
"p312",4,4,0.4,0.8,0,0.4,1
"p312",3,5,0.55,0.25,2,-0.3,-0.545454545454546
"p312",4,5,0.55,0.7,1,0.15,0.272727272727273
"p312",5,5,0.25,0.8,0,0.55,2.2
"p312",3,5,0.4,0.55,2,0.15,0.375
"p312",4,5,0.25,0.65,1,0.4,1.6
"p312",5,5,0.25,0.4,0,0.15,0.6
"p312",5,5,0.25,0.4,0,0.15,0.6
"p312",5,5,0.4,0.6,0,0.2,0.5
"p312",4,5,0.25,0.35,1,0.1,0.4
"p312",3,5,0.4,0.25,2,-0.15,-0.375
"p312",4,4,0.4,0.8,0,0.4,1
"p312",3,4,0.55,1.1,1,0.55,1
"p312",3,4,0.55,0.55,1,0,0
"p312",5,5,0.25,0.65,0,0.4,1.6
"p312",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p312",3,4,0.25,0.5,1,0.25,1
"p312",4,5,0.25,0.25,1,5.55111512312578e-17,2.22044604925031e-16
"p312",4,5,0.4,0.55,1,0.15,0.375
"p312",4,5,0.4,0.5,1,0.1,0.25
"p312",4,3,0.25,0.35,-1,0.1,0.4
"p312",5,5,0.25,0.55,0,0.3,1.2
"p312",3,5,0.4,0.05,2,-0.35,-0.875
"p312",5,5,0.55,0.75,0,0.2,0.363636363636364
"p312",5,5,0.4,0.5,0,0.1,0.25
"p312",3,5,0.55,0.25,2,-0.3,-0.545454545454546
"p312",3,5,0.4,0.3,2,-0.1,-0.25
"p312",4,5,0.25,0.55,1,0.3,1.2
"p312",4,5,0.25,0.2,1,-0.0499999999999999,-0.2
"p312",5,5,0.4,0.2,0,-0.2,-0.5
"p312",3,5,0.55,0.4,2,-0.15,-0.272727272727273
"p312",3,5,0.25,0.5,2,0.25,1
"p312",5,5,0.55,0.2,0,-0.35,-0.636363636363636
"p312",4,5,0.55,0.35,1,-0.2,-0.363636363636364
"p312",3,5,0.25,0.65,2,0.4,1.6
"p312",4,5,0.55,0.3,1,-0.25,-0.454545454545455
"p312",3,5,0.4,0.65,2,0.25,0.625
"p312",4,5,0.55,0.3,1,-0.25,-0.454545454545455
"p312",4,4,0.55,0.7,0,0.15,0.272727272727273
"p312",3,5,0.25,0.65,2,0.4,1.6
"p312",4,3,0.25,0.55,-1,0.3,1.2
"p312",5,3,0.25,0.35,-2,0.1,0.4
"p312",5,5,0.55,0.35,0,-0.2,-0.363636363636364
"p312",5,5,0.25,0.65,0,0.4,1.6
"p312",3,4,0.55,0.55,1,-1.11022302462516e-16,-2.01858731750028e-16
"p312",3,5,0.25,0.7,2,0.45,1.8
"p312",4,4,0.25,0.2,0,-0.05,-0.2
"p312",5,4,0.55,0.3,-1,-0.25,-0.454545454545455
"p312",3,5,0.4,0.65,2,0.25,0.625
"p312",5,5,0.4,0.9,0,0.5,1.25
"p312",5,4,0.25,0.55,-1,0.3,1.2
"p312",3,4,0.55,0.5,1,-0.05,-0.090909090909091
"p312",3,4,0.4,0.75,1,0.35,0.875
"p312",5,5,0.25,0.25,0,0,0
"p312",4,4,0.4,0.2,0,-0.2,-0.5
"p312",5,5,0.4,0.35,0,-0.05,-0.125
"p312",3,5,0.25,0.05,2,-0.2,-0.8
"p312",4,5,0.25,0.5,1,0.25,1
"p312",3,3,0.25,0.05,0,-0.2,-0.8
"p312",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p312",5,5,0.25,0.45,0,0.2,0.8
"p312",4,5,0.55,0.5,1,-0.05,-0.090909090909091
"p312",4,5,0.4,0.5,1,0.0999999999999999,0.25
"p312",4,5,0.55,0.4,1,-0.15,-0.272727272727273
"p312",3,3,0.55,0.3,0,-0.25,-0.454545454545455
"p312",3,5,0.25,0.85,2,0.6,2.4
"p312",3,4,0.55,0.55,1,-1.11022302462516e-16,-2.01858731750028e-16
"p312",3,5,0.4,0.65,2,0.25,0.625
"p312",4,5,0.25,0.05,1,-0.2,-0.8
"p312",3,3,0.55,0.6,0,0.0499999999999999,0.0909090909090908
"p312",3,4,0.25,0.55,1,0.3,1.2
"p312",4,5,0.4,0.7,1,0.3,0.75
"p312",4,5,0.55,0.65,1,0.1,0.181818181818182
"p312",4,5,0.55,1.2,1,0.650000000000001,1.18181818181818
"p312",3,4,0.25,0.35,1,0.1,0.4
"p312",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p312",5,5,0.4,0.55,0,0.15,0.375
"p312",4,5,0.55,0.55,1,-1.11022302462516e-16,-2.01858731750028e-16
"p312",5,5,0.55,0.85,0,0.3,0.545454545454546
"p312",3,5,0.25,0.35,2,0.1,0.4
"p312",4,4,0.4,0.25,0,-0.15,-0.375
"p312",4,5,0.25,0.25,1,0,0
"p312",4,5,0.4,0.55,1,0.15,0.375
"p312",4,5,0.25,0.2,1,-0.05,-0.2
"p312",5,3,0.25,0.45,-2,0.2,0.8
"p312",5,5,0.4,0.6,0,0.2,0.5
"p312",3,5,0.4,0.65,2,0.25,0.625
"p312",3,5,0.4,0.75,2,0.35,0.875
"p312",3,5,0.4,0.65,2,0.25,0.625
"p312",3,5,0.55,0.65,2,0.1,0.181818181818182
"p312",5,5,0.25,0.9,0,0.65,2.6
"p312",3,5,0.25,0.85,2,0.6,2.4
"p312",4,5,0.4,0.25,1,-0.15,-0.375
"p312",3,5,0.25,0.85,2,0.6,2.4
"p312",4,5,0.25,0.4,1,0.15,0.6
"p312",3,5,0.25,0.35,2,0.1,0.4
"p312",5,5,0.4,0.55,0,0.15,0.375
"p312",5,5,0.25,0.1,0,-0.15,-0.6
"p312",5,5,0.25,0.4,0,0.15,0.6
"p312",3,5,0.55,0.6,2,0.0499999999999999,0.0909090909090908
"p312",4,5,0.25,0.3,1,0.05,0.2
"p312",4,5,0.4,0.3,1,-0.1,-0.25
"p312",5,5,0.25,0.9,0,0.65,2.6
"p312",5,3,0.25,0.65,-2,0.4,1.6
"p312",4,5,0.25,0.55,1,0.3,1.2
"p312",4,5,0.25,0.65,1,0.4,1.6
"p312",3,3,0.4,0.6,0,0.2,0.5
"p312",5,3,0.25,0.5,-2,0.25,1
"p312",3,4,0.55,0.65,1,0.1,0.181818181818182
"p312",5,3,0.55,0.4,-2,-0.15,-0.272727272727273
"p312",5,5,0.4,0.3,0,-0.1,-0.25
"p312",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p312",5,5,0.55,0.9,0,0.35,0.636363636363637
"p312",4,4,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p312",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p312",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p312",4,4,0.4,0.4,0,0,0
"p312",4,4,0.25,0.2,0,-0.05,-0.2
"p312",5,5,0.4,0.2,0,-0.2,-0.5
"p312",3,5,0.55,0.15,2,-0.4,-0.727272727272727
"p312",3,2,0.4,0.15,-1,-0.25,-0.625
"p312",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p312",4,4,0.4,0.2,0,-0.2,-0.5
"p312",4,4,0.25,0.15,0,-0.1,-0.4
"p312",3,2,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p312",5,3,0.55,0.45,-2,-0.1,-0.181818181818182
"p312",3,2,0.25,0.25,-1,0,0
"p312",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p312",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p312",3,3,0.25,0.15,0,-0.1,-0.4
"p312",4,4,0.55,0.15,0,-0.4,-0.727272727272727
"p312",3,2,0.4,0.15,-1,-0.25,-0.625
"p312",5,4,0.25,0.15,-1,-0.1,-0.4
"p312",5,5,0.4,0.35,0,-0.05,-0.125
"p312",5,3,0.4,0.25,-2,-0.15,-0.375
"p312",5,4,0.55,0.3,-1,-0.25,-0.454545454545455
"p312",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p312",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p312",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p312",4,3,0.25,0.25,-1,0,0
"p312",3,3,0.4,0.45,0,0.05,0.125
"p312",5,5,0.25,0.2,0,-0.05,-0.2
"p312",4,3,0.25,0.2,-1,-0.05,-0.2
"p312",4,3,0.55,0.55,-1,-1.11022302462516e-16,-2.01858731750028e-16
"p312",3,5,0.55,0.4,2,-0.15,-0.272727272727273
"p312",3,3,0.4,0.3,0,-0.1,-0.25
"p312",5,4,0.55,0.3,-1,-0.25,-0.454545454545455
"p312",5,4,0.4,0.35,-1,-0.05,-0.125
"p312",3,3,0.25,0.35,0,0.1,0.4
"p312",4,4,0.25,0.35,0,0.1,0.4
"p312",4,4,0.4,0.25,0,-0.15,-0.375
"p312",5,5,0.25,0.25,0,0,0
"p312",4,3,0.4,0.35,-1,-0.05,-0.125
"p312",5,4,0.4,0.25,-1,-0.15,-0.375
"p312",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p312",4,4,0.25,0.25,0,0,0
"p312",3,3,0.55,0.2,0,-0.35,-0.636363636363636
"p312",5,5,0.25,0.15,0,-0.1,-0.4
"p312",3,4,0.25,0.25,1,5.55111512312578e-17,2.22044604925031e-16
"p312",3,3,0.25,0.25,0,0,0
"p312",4,4,0.55,0.2,0,-0.35,-0.636363636363636
"p312",5,4,0.55,0.35,-1,-0.2,-0.363636363636364
"p312",3,2,0.25,0.35,-1,0.1,0.4
"p312",5,4,0.25,0.35,-1,0.1,0.4
"p312",3,3,0.4,0.25,0,-0.15,-0.375
"p312",4,3,0.4,0.3,-1,-0.1,-0.25
"p313",3,2,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.55,0.3,0,-0.25,-0.454545454545455
"p313",5,6,0.4,0.35,1,-0.05,-0.125
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",5,7,0.55,0.4,2,-0.15,-0.272727272727273
"p313",3,3,0.4,0.4,0,0,0
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",4,5,0.55,0.4,1,-0.15,-0.272727272727273
"p313",4,5,0.25,0.3,1,0.05,0.2
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.4,0.6,0,0.2,0.5
"p313",4,5,0.55,0.5,1,-0.05,-0.090909090909091
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.25,0.25,0,0,0
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.55,0.55,0,0,0
"p313",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p313",5,5,0.4,0.5,0,0.0999999999999999,0.25
"p313",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",4,4,0.55,0.55,0,0,0
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.25,0,0,0
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.25,0.25,0,0,0
"p313",4,4,0.25,0.25,0,0,0
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",5,5,0.4,0.4,0,0,0
"p313",4,4,0.4,0.4,0,0,0
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",3,3,0.4,0.4,0,0,0
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.55,0.55,0,0,0
"p313",3,4,0.25,0.5,1,0.25,1
"p313",4,5,0.25,0.3,1,0.05,0.2
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.4,0.45,0,0.05,0.125
"p313",3,3,0.4,0.3,0,-0.1,-0.25
"p313",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.4,0.3,0,-0.1,-0.25
"p313",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",4,4,0.55,0.3,0,-0.25,-0.454545454545455
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",5,4,0.4,0.3,-1,-0.1,-0.25
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.25,0.3,0,0.05,0.2
"p313",4,4,0.25,0.35,0,0.1,0.4
"p313",5,5,0.4,0.4,0,0,0
"p313",4,4,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p313",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",5,5,0.55,0.6,0,0.05,0.090909090909091
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.4,0.3,0,-0.1,-0.25
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.25,0.25,0,0,0
"p313",3,3,0.4,0.45,0,0.0499999999999999,0.125
"p313",4,4,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",5,5,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p313",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",5,5,0.25,0.25,0,0,0
"p313",3,4,0.4,0.3,1,-0.1,-0.25
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",5,5,0.25,0.25,0,0,0
"p313",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.4,0.45,0,0.05,0.125
"p313",3,3,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",5,5,0.25,0.3,0,0.0499999999999997,0.199999999999999
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.4,0.3,0,-0.1,-0.25
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",4,4,0.4,0.3,0,-0.1,-0.25
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.55,0.4,0,-0.15,-0.272727272727273
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,3,0.4,0.45,-1,0.0499999999999999,0.125
"p313",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.4,0.45,0,0.0499999999999999,0.125
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",5,5,0.25,0.25,0,0,0
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.25,0.25,0,0,0
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.4,0.4,0,0,0
"p313",4,4,0.25,0.35,0,0.1,0.4
"p313",4,4,0.25,0.35,0,0.1,0.4
"p313",5,5,0.55,0.3,0,-0.25,-0.454545454545455
"p313",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.25,0.2,0,-0.05,-0.2
"p313",5,5,0.25,0.3,0,0.05,0.2
"p313",4,4,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.55,0.55,0,0,0
"p313",4,4,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.25,0.2,0,-0.05,-0.2
"p313",4,4,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.55,0.55,0,0,0
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.25,0.25,0,0,0
"p313",5,5,0.4,0.3,0,-0.1,-0.25
"p313",4,4,0.55,0.3,0,-0.25,-0.454545454545455
"p313",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",5,5,0.25,0.2,0,-0.05,-0.2
"p313",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.4,0.45,0,0.0499999999999999,0.125
"p313",3,3,0.25,0.3,0,0.05,0.2
"p313",4,4,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p313",5,5,0.55,0.55,0,0,0
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.25,0.25,0,0,0
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,4,0.25,0.25,0,0,0
"p313",3,3,0.4,0.45,0,0.0499999999999999,0.125
"p313",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",5,5,0.25,0.15,0,-0.1,-0.4
"p313",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",5,5,0.55,0.65,0,0.1,0.181818181818182
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",5,5,0.4,0.3,0,-0.1,-0.25
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.4,0.5,0,0.0999999999999999,0.25
"p313",5,5,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p313",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p313",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.55,0.6,0,0.0499999999999999,0.0909090909090908
"p313",4,4,0.25,0.25,0,0,0
"p313",5,5,0.55,0.6,0,0.0499999999999999,0.0909090909090908
"p313",3,3,0.4,0.5,0,0.0999999999999999,0.25
"p313",3,3,0.4,0.45,0,0.05,0.125
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.4,0.45,0,0.05,0.125
"p313",4,4,0.25,0.25,0,0,0
"p313",4,4,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",4,4,0.25,0.35,0,0.1,0.4
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",5,5,0.4,0.45,0,0.05,0.125
"p313",3,3,0.4,0.45,0,0.0499999999999999,0.125
"p313",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p313",3,3,0.4,0.25,0,-0.15,-0.375
"p313",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",5,6,0.4,0.3,1,-0.1,-0.25
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.55,0.4,0,-0.15,-0.272727272727273
"p313",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p313",4,4,0.4,0.45,0,0.05,0.125
"p313",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",4,4,0.25,0.25,0,0,0
"p313",5,5,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.25,0,0,0
"p313",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",3,3,0.4,0.4,0,0,0
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.25,0.35,0,0.1,0.4
"p313",5,5,0.25,0.3,0,0.05,0.2
"p313",5,5,0.25,0.3,0,0.05,0.2
"p313",4,4,0.55,0.55,0,0,0
"p313",3,3,0.4,0.4,0,0,0
"p313",3,4,0.25,0.4,1,0.15,0.6
"p313",5,5,0.25,0.35,0,0.1,0.4
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",4,3,0.4,0.45,-1,0.0499999999999999,0.125
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",5,5,0.4,0.3,0,-0.1,-0.25
"p313",5,5,0.25,0.2,0,-0.05,-0.2
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.55,0,0,0
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",4,4,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",5,5,0.55,0.4,0,-0.15,-0.272727272727273
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.25,0.25,0,0,0
"p313",3,3,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,4,0.25,0.25,0,0,0
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.25,0.2,0,-0.05,-0.2
"p313",4,4,0.4,0.4,0,0,0
"p313",3,3,0.4,0.45,0,0.05,0.125
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",4,3,0.4,0.45,-1,0.0499999999999999,0.125
"p313",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p313",5,5,0.25,0.25,0,0,0
"p313",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p313",4,4,0.4,0.3,0,-0.1,-0.25
"p313",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",5,5,0.4,0.3,0,-0.1,-0.25
"p313",5,5,0.25,0.25,0,0,0
"p313",4,4,0.25,0.3,0,0.05,0.2
"p313",3,3,0.25,0.25,0,0,0
"p313",4,4,0.4,0.35,0,-0.05,-0.125
"p313",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p313",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",3,3,0.25,0.2,0,-0.05,-0.2
"p313",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p313",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p313",4,4,0.25,0.25,0,0,0
"p313",3,3,0.25,0.25,0,0,0
"p313",3,3,0.4,0.4,0,0,0
"p313",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p313",3,3,0.4,0.35,0,-0.05,-0.125
"p313",3,3,0.25,0.3,0,0.05,0.2
