"subID","correct_num","response_num","correct_width","response_width","number_deviation","width_deviation","width_deviation_relative"
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",3,2,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",5,3,0.25,0.2,-2,-0.05,-0.2
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p304",4,3,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,5,0.4,0.35,0,-0.05,-0.125
"p304",3,2,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",5,4,0.25,0.15,-1,-0.1,-0.4
"p304",3,2,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.4,0.35,-1,-0.05,-0.125
"p304",5,5,0.55,0.35,0,-0.2,-0.363636363636364
"p304",5,3,0.25,0.25,-2,5.55111512312578e-17,2.22044604925031e-16
"p304",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p304",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",4,3,0.55,0.55,-1,0,0
"p304",5,4,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p304",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,3,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p304",5,5,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p304",3,2,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",3,2,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",4,3,0.25,0.25,-1,0,0
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",3,2,0.4,0.25,-1,-0.15,-0.375
"p304",4,4,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",5,5,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p304",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",5,4,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p304",4,4,0.4,0.35,0,-0.05,-0.125
"p304",5,5,0.55,0.5,0,-0.05,-0.090909090909091
"p304",4,3,0.55,0.55,-1,0,0
"p304",3,2,0.4,0.4,-1,0,0
"p304",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p304",5,5,0.25,0.2,0,-0.05,-0.2
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,3,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.4,0.25,-1,-0.15,-0.375
"p304",5,4,0.25,0.2,-1,-0.05,-0.2
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,5,0.55,0.4,0,-0.15,-0.272727272727273
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,5,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",3,3,0.4,0.25,0,-0.15,-0.375
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",4,4,0.55,0.4,0,-0.15,-0.272727272727273
"p304",3,3,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",3,3,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",3,3,0.4,0.25,0,-0.15,-0.375
"p304",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,3,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p304",3,2,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.55,0.3,-1,-0.25,-0.454545454545455
"p304",3,3,0.25,0.15,0,-0.1,-0.4
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",5,5,0.4,0.25,0,-0.15,-0.375
"p304",3,2,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.4,0.25,-1,-0.15,-0.375
"p304",5,5,0.4,0.3,0,-0.1,-0.25
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",5,5,0.25,0.15,0,-0.1,-0.4
"p304",4,3,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",4,4,0.25,0.2,0,-0.05,-0.2
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.25,0.1,-1,-0.15,-0.6
"p304",4,3,0.4,0.25,-1,-0.15,-0.375
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",5,4,0.25,0.15,-1,-0.1,-0.4
"p304",5,4,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",5,4,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.4,0.25,-1,-0.15,-0.375
"p304",3,3,0.25,0.25,0,0,0
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,4,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,3,0.4,0.3,0,-0.1,-0.25
"p304",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",5,5,0.55,0.35,0,-0.2,-0.363636363636364
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,3,0.4,0.25,0,-0.15,-0.375
"p304",3,3,0.25,0.2,0,-0.05,-0.2
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,5,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",3,2,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",3,3,0.25,0.2,0,-0.05,-0.2
"p304",5,4,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",4,4,0.55,0.4,0,-0.15,-0.272727272727273
"p304",3,3,0.4,0.3,0,-0.1,-0.25
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p304",5,4,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,3,0.25,0.25,-1,0,0
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,5,0.4,0.3,0,-0.1,-0.25
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",5,4,0.25,0.2,-1,-0.05,-0.2
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.25,0.25,-1,0,0
"p304",4,4,0.4,0.3,0,-0.1,-0.25
"p304",3,2,0.25,0.25,-1,0,0
"p304",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.25,0.2,-1,-0.05,-0.2
"p304",4,3,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,5,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",3,2,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,5,0.4,0.35,0,-0.05,-0.125
"p304",5,4,0.25,0.25,-1,0,0
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",3,2,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p304",3,3,0.55,0.55,0,0,0
"p304",5,4,0.4,0.45,-1,0.05,0.125
"p304",3,2,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",4,3,0.25,0.2,-1,-0.05,-0.2
"p304",4,4,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p304",4,2,0.55,0.5,-2,-0.05,-0.090909090909091
"p304",5,5,0.55,0.55,0,0,0
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",4,4,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",3,2,0.4,0.35,-1,-0.05,-0.125
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,3,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",3,3,0.4,0.35,0,-0.05,-0.125
"p304",5,5,0.25,0.15,0,-0.0999999999999999,-0.4
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",3,3,0.4,0.35,0,-0.05,-0.125
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.25,0.2,-1,-0.05,-0.2
"p304",5,3,0.25,0.25,-2,5.55111512312578e-17,2.22044604925031e-16
"p304",3,2,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",4,3,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,4,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.25,0.15,-1,-0.1,-0.4
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",4,3,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p304",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",4,3,0.55,0.5,-1,-0.05,-0.090909090909091
"p304",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",3,2,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",3,2,0.55,0.55,-1,0,0
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.1,-1,-0.15,-0.6
"p304",4,3,0.25,0.1,-1,-0.15,-0.6
"p304",3,2,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p304",5,4,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",4,4,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p304",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",3,3,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.4,0.3,-1,-0.1,-0.25
"p304",5,4,0.25,0.25,-1,0,0
"p304",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p304",5,5,0.25,0.2,0,-0.05,-0.2
"p304",5,5,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",5,4,0.4,0.3,-1,-0.1,-0.25
"p304",5,4,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,5,0.4,0.35,0,-0.05,-0.125
"p304",5,4,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",3,3,0.25,0.2,0,-0.05,-0.2
"p304",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p304",5,4,0.25,0.2,-1,-0.05,-0.2
"p304",3,2,0.25,0.15,-1,-0.0999999999999999,-0.4
"p304",3,2,0.4,0.35,-1,-0.05,-0.125
"p304",3,2,0.4,0.3,-1,-0.1,-0.25
"p304",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p304",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p304",3,2,0.4,0.35,-1,-0.05,-0.125
"p304",5,5,0.4,0.35,0,-0.05,-0.125
"p304",4,3,0.4,0.35,-1,-0.05,-0.125
"p304",4,4,0.25,0.2,0,-0.0499999999999999,-0.2
"p304",3,2,0.25,0.15,-1,-0.1,-0.4
"p304",4,3,0.4,0.25,-1,-0.15,-0.375
"p304",5,4,0.55,0.35,-1,-0.2,-0.363636363636364
"p304",5,5,0.55,0.3,0,-0.25,-0.454545454545455
"p305",4,3,0.25,0.2,-1,-0.0499999999999999,-0.2
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",3,4,0.4,0.35,1,-0.05,-0.125
"p305",5,3,0.4,0.35,-2,-0.05,-0.125
"p305",3,3,0.4,0.35,0,-0.05,-0.125
"p305",4,3,0.25,0.25,-1,0,0
"p305",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p305",5,4,0.4,0.3,-1,-0.1,-0.25
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",5,5,0.25,0.25,0,0,0
"p305",5,5,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p305",4,4,0.4,0.3,0,-0.1,-0.25
"p305",4,4,0.4,0.35,0,-0.05,-0.125
"p305",3,3,0.25,0.25,0,0,0
"p305",4,3,0.25,0.25,-1,0,0
"p305",3,3,0.4,0.3,0,-0.1,-0.25
"p305",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,5,0.4,0.55,0,0.15,0.375
"p305",3,3,0.55,0.3,0,-0.25,-0.454545454545455
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",4,4,0.4,0.3,0,-0.1,-0.25
"p305",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,5,0.25,0.2,0,-0.05,-0.2
"p305",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,4,0.25,0.25,-1,0,0
"p305",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p305",3,3,0.55,0.5,0,-0.05,-0.090909090909091
"p305",3,3,0.25,0.3,0,0.05,0.2
"p305",4,4,0.4,0.5,0,0.1,0.25
"p305",3,3,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,3,0.55,0.75,-1,0.2,0.363636363636364
"p305",4,3,0.4,0.5,-1,0.1,0.25
"p305",4,3,0.55,0.55,-1,0,0
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,4,0.25,0.25,0,0,0
"p305",5,4,0.4,0.4,-1,0,0
"p305",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,4,0.4,0.45,-1,0.05,0.125
"p305",3,3,0.4,0.45,0,0.05,0.125
"p305",3,3,0.25,0.3,0,0.05,0.2
"p305",3,3,0.25,0.25,0,5.55111512312578e-17,2.22044604925031e-16
"p305",5,4,0.25,0.2,-1,-0.05,-0.2
"p305",4,4,0.25,0.25,0,0,0
"p305",4,4,0.55,0.55,0,0,0
"p305",4,4,0.55,0.5,0,-0.0500000000000001,-0.0909090909090911
"p305",3,3,0.4,0.45,0,0.05,0.125
"p305",4,3,0.25,0.3,-1,0.05,0.2
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,4,0.25,0.3,0,0.05,0.2
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",4,4,0.4,0.4,0,0,0
"p305",4,4,0.4,0.35,0,-0.05,-0.125
"p305",4,4,0.4,0.35,0,-0.05,-0.125
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",5,3,0.4,0.45,-2,0.0499999999999999,0.125
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,3,0.4,0.65,-1,0.25,0.625
"p305",3,2,0.55,0.65,-1,0.1,0.181818181818182
"p305",3,3,0.4,0.35,0,-0.05,-0.125
"p305",3,3,0.55,0.55,0,-1.11022302462516e-16,-2.01858731750028e-16
"p305",3,2,0.25,0.35,-1,0.1,0.4
"p305",5,4,0.4,0.4,-1,0,0
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",5,5,0.4,0.45,0,0.05,0.125
"p305",4,5,0.25,0.45,1,0.2,0.8
"p305",4,4,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",3,2,0.55,0.6,-1,0.0499999999999999,0.0909090909090908
"p305",5,4,0.55,0.65,-1,0.1,0.181818181818182
"p305",5,4,0.55,0.5,-1,-0.05,-0.090909090909091
"p305",3,2,0.25,0.45,-1,0.2,0.8
"p305",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",3,2,0.55,0.55,-1,0,0
"p305",3,2,0.25,0.45,-1,0.2,0.8
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",3,2,0.4,0.35,-1,-0.05,-0.125
"p305",5,4,0.55,0.55,-1,0,0
"p305",4,3,0.25,0.3,-1,0.05,0.2
"p305",4,2,0.55,0.8,-2,0.25,0.454545454545455
"p305",3,2,0.4,0.6,-1,0.2,0.5
"p305",5,3,0.25,0.35,-2,0.1,0.4
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",5,3,0.25,0.45,-2,0.2,0.8
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,4,0.25,0.35,0,0.1,0.4
"p305",4,3,0.25,0.35,-1,0.1,0.4
"p305",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",5,4,0.25,0.35,-1,0.1,0.4
"p305",3,2,0.4,0.55,-1,0.15,0.375
"p305",3,3,0.25,0.3,0,0.05,0.2
"p305",3,2,0.25,0.25,-1,0,0
"p305",3,3,0.55,0.35,0,-0.2,-0.363636363636364
"p305",4,3,0.25,0.3,-1,0.05,0.2
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",4,4,0.25,0.25,0,0,0
"p305",4,4,0.25,0.2,0,-0.05,-0.2
"p305",3,2,0.4,0.4,-1,-5.55111512312578e-17,-1.38777878078145e-16
"p305",5,4,0.4,0.3,-1,-0.1,-0.25
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",5,4,0.55,0.35,-1,-0.2,-0.363636363636364
"p305",5,4,0.4,0.4,-1,0,0
"p305",4,4,0.25,0.4,0,0.15,0.6
"p305",3,2,0.25,0.3,-1,0.05,0.2
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",5,5,0.55,0.45,0,-0.1,-0.181818181818182
"p305",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",3,2,0.25,0.25,-1,0,0
"p305",4,4,0.25,0.3,0,0.05,0.2
"p305",3,3,0.25,0.3,0,0.05,0.2
"p305",3,2,0.55,0.55,-1,-1.11022302462516e-16,-2.01858731750028e-16
"p305",4,4,0.25,0.3,0,0.05,0.2
"p305",5,4,0.4,0.4,-1,0,0
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",3,3,0.55,0.55,0,0,0
"p305",3,2,0.55,0.5,-1,-0.0500000000000001,-0.0909090909090911
"p305",4,4,0.4,0.5,0,0.1,0.25
"p305",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p305",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p305",5,4,0.55,0.55,-1,0,0
"p305",4,3,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,3,0.4,0.6,-1,0.2,0.5
"p305",3,2,0.4,0.35,-1,-0.05,-0.125
"p305",5,5,0.4,0.45,0,0.0499999999999999,0.125
"p305",5,5,0.4,0.4,0,-5.55111512312578e-17,-1.38777878078145e-16
"p305",3,3,0.4,0.35,0,-0.05,-0.125
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",3,2,0.4,0.45,-1,0.05,0.125
"p305",4,4,0.25,0.3,0,0.05,0.2
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,3,0.25,0.3,-1,0.05,0.2
"p305",4,4,0.4,0.35,0,-0.05,-0.125
"p305",4,3,0.55,0.55,-1,0,0
"p305",4,4,0.4,0.45,0,0.0499999999999999,0.125
"p305",3,3,0.4,0.45,0,0.05,0.125
"p305",5,4,0.55,0.45,-1,-0.1,-0.181818181818182
"p305",3,3,0.25,0.3,0,0.05,0.2
"p305",3,3,0.4,0.5,0,0.1,0.25
"p305",3,2,0.25,0.35,-1,0.1,0.4
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",4,4,0.55,0.5,0,-0.05,-0.090909090909091
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",5,4,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",3,3,0.25,0.25,0,0,0
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",4,4,0.25,0.25,0,0,0
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",5,4,0.25,0.25,-1,0,0
"p305",5,4,0.4,0.35,-1,-0.05,-0.125
"p305",5,4,0.25,0.35,-1,0.1,0.4
"p305",4,4,0.25,0.3,0,0.05,0.2
"p305",3,2,0.55,0.4,-1,-0.15,-0.272727272727273
"p305",4,3,0.4,0.45,-1,0.05,0.125
"p305",3,3,0.55,0.4,0,-0.15,-0.272727272727273
"p305",5,4,0.25,0.35,-1,0.1,0.4
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",4,3,0.55,0.7,-1,0.15,0.272727272727273
"p305",3,2,0.25,0.35,-1,0.1,0.4
"p305",4,3,0.55,0.4,-1,-0.15,-0.272727272727273
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",3,3,0.25,0.35,0,0.1,0.4
"p305",5,4,0.4,0.3,-1,-0.1,-0.25
"p305",3,2,0.25,0.25,-1,5.55111512312578e-17,2.22044604925031e-16
"p305",3,3,0.4,0.4,0,0,0
"p305",5,4,0.25,0.3,-1,0.05,0.2
"p305",5,4,0.4,0.35,-1,-0.05,-0.125
"p305",5,3,0.55,0.65,-2,0.1,0.181818181818182
"p305",3,3,0.4,0.6,0,0.2,0.5
"p305",4,4,0.55,0.45,0,-0.1,-0.181818181818182
"p305",4,3,0.55,0.5,-1,-0.05,-0.090909090909091
"p305",5,5,0.55,0.55,0,0,0
"p305",5,4,0.25,0.3,-1,0.05,0.2
