"correct_num","spacing_category","n_subj","mean_RM_pct","sd_RM_pct"
"3","Smaller",20,24.1809640522876,23.9771501156766
"3","Middle",20,25.0531045751634,24.4921716619524
"3","Larger",20,18.8985996150068,21.046021209338
"4","Smaller",20,36.0509699499592,21.2200533672349
"4","Middle",20,28.2699619515035,23.1394742336506
"4","Larger",20,24.3169575522517,23.6112040814334
"5","Smaller",20,60.4898563318143,29.0624753011889
"5","Middle",20,49.6329532418603,28.7054221197872
"5","Larger",20,48.1991892911011,28.4038602172114
