"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","cohen_d"
"(Non-RM) - RM",0.509919053811551,0.0235626602593122,Inf,0.463737088323346,0.556101019299756,21.6409797620379,7.39159173576762e-104,0.778915012571819
