"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","cohen_d"
"(Non-RM) - RM",-0.00817505798884907,0.00646910245521041,Inf,-0.0208542658133611,0.00450414983566296,-1.26370822621068,0.206334771430232,-0.0637302955207626
