"correct_num","correct_width","n_subj","mean_RM_pct","sd_RM_pct"
"3","0.25",21,28.4279331365122,25.6196577912704
"3","0.4",21,27.7602290634158,22.264238538224
"3","0.55",21,29.1620107847023,26.456978387667
"4","0.25",21,33.9575573369723,24.4793610899523
"4","0.4",21,37.7356986166956,22.7385572204982
"4","0.55",21,46.1390592305026,25.5117003286982
"5","0.25",21,40.023571103476,27.8979529627412
"5","0.4",21,40.9057775347608,28.9724181506631
"5","0.55",21,45.5369949975418,27.6718564624336
